"RANDOM STATE"
"0 0 -1727483681 68 0.0 false -579735761 1479252293 939177196 -1501612043 -1098623524 -931282110 343680868 -108638754 1026897268 -1520069199 2143127096 1487601994 -1108447522 -468789744 -663300008 1531088386 -345987136 116326322 1620733376 102463478 -638935970 1404049549 -1649815280 592227754 -1182167227 -864953910 -613329965 1612307454 300310609 1980419623 600840038 -1460470933 1409842486 1382040075 116073202 2055058175 -356557069 999581546 8149855 -567896147 351173005 -1734321336 31011490 1835672525 -1465417692 -962299616 601058132 1375867562 -577044664 2131394111 158171126 727369174 -1615928732 660563486 -1995741769 1201634531 -1252174317 1946132623 1768970004 -1409266378 460095709 -253371471 -347385494 -770123383 696493702 2069830584 -2141746035 -723322235 -1913747924 -1732345257 647857058 -1803912081 -47222424 962893812 -2144180561 -1335149889 695807699 636876412 -409152791 1694313629 657574606 -371002813 -674476544 592288577 -2106983088 -509106792 964904830 -1125659636 -1547293030 -156337842 -83018589 -2101834979 -20899817 389106443 -1620875933 -1887329409 1548637816 372864653 1758682077 -303066312 -146957937 2124828585 1094019509 -740469443 189001601 533125423 711569565 2031072939 1383706283 -1833686571 -1160688911 709099948 1878503133 1368168859 2018608791 -1937538233 -795098322 1290456453 2091022542 2102421320 16058782 -42933641 -1182990185 1523890712 -1886626136 1455323063 639056983 794693076 -1290123902 -1650728595 574657714 -1986685771 1035558669 1651293651 529636626 175979517 -603700065 -2078615236 -1566394630 -867996845 13484802 -739781545 -1362351125 -3564514 -164709909 1117855864 205687370 1144039737 256139743 291438028 -1592978512 143694851 1580296768 -855495648 -640408372 -1653103034 1491884261 711155550 383227453 1101769323 1417253866 -523359878 355480703 -1790162180 1122938951 -510064754 1135355197 732377013 -599713294 1654913795 -1553228412 525480025 1996758514 1189630329 1548549915 721733959 -1113247178 1849650806 995073612 -2135604853 2057669383 -1941586908 2071071633 910619379 987944105 -99732817 173132384 -63246024 63651260 296297624 -718670513 -450947933 -1388192152 -1752626253 1016774046 584424448 480344570 1450981656 -2081666759 -1219096551 -1648268341 -2049921866 1306175667 -313617455 1131323611 -1016063526 883777857 138046336 1469613569 -2010737749 -1693823401 -54695170 -1406973242 -404448814 -470892503 568956363 1795385615 -536368140 1738532768 -1098350749 1118468512 142330651 1703897943 -1038158749 1401201813 -355452368 574913894 2051824592 960406149 -1481324712 -180914879 159498314 762951861 -337354756 842510515 -834259190 -346732859 1690741997 459145571 -137875145 -1502293013 -1211412459 -780064039 -70504030 1350741556 -1913743163 571720984 -1019189460 1493617163 -999877809 -16696470 -1460013510 1543974870 -317495311 1948477381 116850923 -1763913335 -724218604 -1689791697 -141503278 -539749948 -1041441424 -1137478477 2124806637 -569959650 1047788009 1887044095 1358371588 -1426100544 2107747718 1945277273 1875477701 988995223 1792964252 2126163672 1252635139 -645744306 -195005990 -320048546 -486785208 -1086361832 276504452 203792677 -312389445 2053853134 -485345 -328999041 306690449 -1578070408 483212389 1640623471 -658562372 -104913331 -1476107756 -217154755 1692763733 -33890488 267174000 1119834664 -561209367 -926417764 -1285265631 2069385624 -1633335321 -1523238274 -1411669489 -174994212 458605950 -157881927 182633611 2113848872 404728535 -1140034169 -880491843 -347317975 -401188615 -1526112141 -1804711908 2068287187 652766945 -462501574 1577368231 1603948181 -1654960770 307366999 186542267 -1712420787 -35282461 1395615193 239852224 -1142235034 -524773741 43027517 -2126384118 165241985 326562576 321029750 1243664024 -511690518 1605926384 59001900 -593519387 98631321 1582008695 -1567269609 927317862 890851622 -108256757 184071663 223381390 1073721884 721088716 -1695236402 1522099381 -118945160 341438375 270400859 1860120733 880020915 -1071517643 721556106 1327569289 292677508 -1762389519 -1388300656 -631771614 -1529052120 741430667 1833787209 1429856736 262360024 479154000 -1121435520 -1916050798 -1978772580 -1862926257 1081474718 -214425756 1100603696 -1175731205 599327024 -1014075231 128691727 -1847329490 578369935 -1607571538 -1677230698 1658215795 1679895754 823517529 950939934 227106828 -1474122923 -769801748 -190578836 46476349 -984849846 2040551473 -649307469 -1046251284 1899869565 1788354433 -1559796049 -1853300243 1741746759 -1003498539 604018422 71506969 -663816142 129980998 784418272 1484061713 -704305430 910100018 1784521237 798233671 1948823637 129844139 430659290 1231431132 1494439640 1321644752 -833156990 -837555618 -66880157 -1422772480 -671310200 -1506664950 -1101331865 710060148 1799184353 -1110370702 860505764 182322676 2040191199 1923093115 1038137533 -931486629 1599277442 1987007211 -1228772274 -101120779 -1835612572 -1481930665 -1466910691 -354931188 1685986920 1061033459 -1407315176 1270886804 1499630942 -1210043550 1873841386 -1573112151 -1529740564 -1659860258 1042561891 668857903 -91110105 -136229373 -618606832 -953809211 -168458234 -1478875116 -1816735257 -1795383660 -1123198831 -404279725 -2052106557 -832204884 736484153 -1211111032 -1211974936 -446409152 1469545672 1826667888 812194579 -142957546 -569837048 -63420145 1978874046 414912136 -917880004 496601124 -1333671653 -1293250299 -624945057 597497373 1599092380 -142710530 1943783596 520929946 1894759575 1954927501 1418247123 -820389253 2032310640 -1791674973 1425898122 -1997964201 866118120 -406685741 500146520 -868141810 1840614525 -752144466 194580522 984746977 -2062560972 635428681 1118640685 -2111105566 604516073 -1377218326 605510293 -421418203 662833976 -1340127509 -386855042 -1255301902 -1005590088 2101445061 801989632 -1054753801 -1040133209 -1470225511 476251273 7550361 -674129490 -642323256 1861508659 -1117234865 1714633814 1797675991 -1516498779 -1486580487 -1718261389 -2011439121 -1185415037 1143696215 198279765 -86347378 -627317599 1190928198 1191051177 1943317361 138360947 1820030945 1959281686 312610617 1110082230 -227104811 -916053224 43774960 -1800364081 -914992261 801310777 -1599218984 958871455 -1474734991 -1602943006 746593417 -6897465 -1565582529 -873545229 1355664515 1231310280 283493342 661486284 -815568666 -2080959156 507330211 -998775273 -1838407841 53491061 -104172311 -53865431 10843218 1745748403 2094146569 741236271 748251871 -1472952076 444508153 988075218 -1722988003 -403755667 378747617 -1332380750 -275787671 759164698 1014907075 919556908 1701723171 2006230939 -2003547144 -1572332362 688854353 -951914800 1784360171 -1502862373 1385168529 2037462497 1626058643 1198973425 754358433 -1503876398 -1809612585 -668028611 -1149218072 1563805151 1758109702 1866654703 -2010976648 473053806 -184375728 923743287 731636028 1989220598 379656808 1891990155 877673114 -2020325311 1929127170"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","consumer-expected-value","consumer-uncertainty","distance-sensitivity","event-quality-this-week","event-week","nyc-roads-dataset","nyc-tracts-dataset","roads-displayed?"
"0","100","0","150","0","nobody","6111","""NEITHER""","15","1","0.15","0.15","0","15","{{gis:VectorDataset }}","{{gis:VectorDataset }}","true"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","bought?","my-uncertainty","my-expected-value"
"0","9.9","40","59.064278760968655","69.0766044443119","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"1","9.9","235","58.9180847955711","68.9426423563649","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"2","9.9","186","65.98954715367323","103.90054781046317","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"3","9.9","116","66.08987940462991","103.95616288532109","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"4","9.9","182","65.99651005032975","103.90006091729809","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"5","9.9","294","76.90864545423574","83.04067366430758","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"6","9.9","5","45.00871557427477","27.099619469809173","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"7","9.9","59","61.08571673007021","89.051503807491","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"8","9.9","121","61.08571673007021","88.948496192509","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"9","9.9","85","61.09961946980918","89.00871557427476","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"10","9.9","115","61.09063077870366","88.95773817382593","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"11","9.9","74","53.09612616959383","76.0275637355817","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"12","9.9","322","52.93843385246743","76.07880107536067","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"13","9.9","209","52.951519037975366","75.91253802928605","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"14","9.9","68","78.09271838545668","85.03746065934159","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"15","9.9","293","57.90794951465475","87.03907311284893","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"16","9.9","269","57.900015230484364","86.99825475935627","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"17","9.9","144","58.05877852522925","86.91909830056251","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"18","55","231","79.9222854038543","124.93706796089502","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","true","0.15","1"
"19","55","323","79.9398184976848","125.07986355100473","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","true","0.15","1"
"20","9.9","157","47.039073112848925","63.90794951465475","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"21","9.9","210","46.95","63.91339745962156","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"22","9.9","8","47.013917310096005","64.09902680687415","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"23","9.9","18","28.030901699437496","45.09510565162952","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"24","9.9","326","27.944080709652926","45.0829037572555","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"25","9.9","119","79.08746197071395","84.95151903797537","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"26","9.9","17","75.02923717047227","95.09563047559631","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"27","9.9","291","74.90664195735027","95.03583679495453","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"28","9.9","1","58.00174524064373","66.09998476951564","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"29","9.9","206","57.95616288532109","65.91012059537009","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"30","55","211","83.948496192509","130.9142832699298","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","true","0.15","1"
"31","55","105","84.0965925826289","130.97411809548976","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","true","0.15","1"
"32","55","123","84.08386705679455","130.9455360964985","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","true","0.15","1"
"33","55","221","83.93439409710095","130.92452904197773","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","true","0.15","1"
"34","55","183","83.99476640437571","130.90013704652455","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","true","0.15","1"
"35","9.9","66","71.09135454576426","74.04067366430758","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"36","9.9","304","70.91709624274449","74.05591929034708","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"37","9.9","155","71.04226182617407","73.90936922129633","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"38","9.9","252","70.90489434837049","73.96909830056251","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"39","9.9","284","70.9029704273724","74.02419218955997","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"40","9.9","191","70.98091910046234","73.90183728165523","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"41","9.9","30","71.05","74.08660254037845","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"42","9.9","277","61.900745384835865","86.01218693434052","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"43","9.9","296","61.91012059537008","86.04383711467891","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"44","9.9","348","61.979208830918225","86.09781476007338","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"45","9.9","297","47.910899347581164","68.04539904997395","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"46","9.9","187","47.98781306565949","67.90074538483587","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"47","9.9","356","47.99302435262559","68.09975640502599","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"48","9.9","349","39.980919100462344","75.09816271834477","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"49","9.9","212","59.94700807357668","56.91519519038436","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"50","9.9","182","59.996510050329746","56.90006091729809","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"51","9.9","146","60.05591929034708","56.9170962427445","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"52","9.9","35","60.05735764363511","57.0819152044289","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
"53","9.9","58","60.08480480961564","57.05299192642332","""person""","""""","9.9","{breed consumers}","false","1","1","""up""","false","0.15","1"
